date,snow_depth_cm,Longitude (x)_x,Latitude (y)_x,Station Name_x,Climate ID_x,Date/Time_x,Data Quality_x,Max Temp (°C)_x,Min Temp (°C)_x,Mean Temp (°C)_x,Heat Deg Days (°C)_x,Cool Deg Days (°C)_x,Total Rain (mm)_x,Total Snow (cm)_x,Total Precip (mm)_x,Snow on Grnd (cm)_x,Dir of Max Gust (10s deg)_x,Spd of Max Gust (km/h)_x,Elevation_x,Longitude (x)_y,Latitude (y)_y,Station Name_y,Climate ID_y,Date/Time_y,Data Quality_y,Max Temp (°C)_y,Min Temp (°C)_y,Mean Temp (°C)_y,Heat Deg Days (°C)_y,Cool Deg Days (°C)_y,Total Rain (mm)_y,Total Snow (cm)_y,Total Precip (mm)_y,Snow on Grnd (cm)_y,Dir of Max Gust (10s deg)_y,Spd of Max Gust (km/h)_y,Elevation_y
2022-10-08,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-08,,7.2,-1.5,2.8,15.2,0.0,,,0.4,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-08,,5.6,-3.3,1.2,16.8,0.0,,,0.0,,27.0,39.0,86.2
2022-10-09,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-09,,4.5,0.3,2.4,15.6,0.0,,,1.0,,34.0,34.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-09,,4.0,0.5,2.3,15.7,0.0,,,1.7,,32.0,34.0,86.2
2022-10-10,28.560183333333296,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-10,,0.4,-3.7,-1.7,19.7,0.0,,,5.6,1.0,34.0,55.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-10,,1.1,-6.4,-2.6,20.6,0.0,,,2.6,,33.0,58.0,86.2
2022-10-11,24.915283333333218,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-11,,-1.0,-3.9,-2.5,20.5,0.0,,,0.1,1.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-11,,-0.7,-5.5,-3.1,21.1,0.0,,,0.0,0.0,28.0,31.0,86.2
2022-10-12,25.36613333333324,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-12,,-0.2,-7.5,-3.9,21.9,0.0,,,0.0,0.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-12,,-0.5,-7.1,-3.8,21.8,0.0,,,0.0,0.0,,,86.2
2022-10-13,23.09283333333329,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-13,,-3.3,-8.1,-5.7,23.7,0.0,,,0.0,0.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-13,,-2.9,-8.1,-5.5,23.5,0.0,,,0.5,0.0,29.0,31.0,86.2
2022-10-14,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-14,,-2.5,-9.3,-5.9,23.9,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-14,,-3.3,-8.7,-6.0,24.0,0.0,,,0.0,1.0,27.0,34.0,86.2
2022-10-15,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-15,,-4.3,-9.0,-6.6,24.6,0.0,,,0.0,,10.0,31.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-15,,-3.5,-9.9,-6.7,24.7,0.0,,,0.0,1.0,,,86.2
2022-10-16,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-16,,-1.2,-7.2,-4.2,22.2,0.0,,,0.6,,9.0,32.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-16,,-0.9,-7.0,-3.9,21.9,0.0,,,0.3,2.0,12.0,37.0,86.2
2022-10-17,23.08648333333322,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-17,,-0.4,-2.8,-1.6,19.6,0.0,,,0.8,1.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-17,,-0.6,-5.8,-3.2,21.2,0.0,,,0.2,4.0,,,86.2
2022-10-18,23.092833333333214,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-18,,-2.0,-6.4,-4.2,22.2,0.0,,,0.0,1.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-18,,-0.3,-6.5,-3.4,21.4,0.0,,,0.2,4.0,,,86.2
2022-10-19,24.464433333333194,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-19,,-2.6,-5.0,-3.8,21.8,0.0,,,0.0,1.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-19,,-2.6,-5.2,-3.9,21.9,0.0,,,0.4,4.0,,,86.2
2022-10-20,21.72758333333323,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-20,,-3.1,-7.8,-5.5,23.5,0.0,,,4.6,5.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-20,,-2.9,-4.9,-3.9,21.9,0.0,,,2.2,6.0,,,86.2
2022-10-21,21.72758333333323,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-21,,-6.0,-10.3,-8.2,26.2,0.0,,,0.0,8.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-21,,-4.8,-13.5,-9.2,27.2,0.0,,,0.0,7.0,,,86.2
2022-10-22,18.98438333333327,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-22,,-8.0,-11.5,-9.8,27.8,0.0,,,0.2,7.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-22,,-5.2,-15.6,-10.4,28.4,0.0,,,0.7,7.0,,,86.2
2022-10-23,18.52718333333325,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-23,,-9.3,-13.2,-11.3,29.3,0.0,,,0.0,7.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-23,,-6.7,-15.6,-11.1,29.1,0.0,,,0.0,7.0,,,86.2
2022-10-24,19.898783333333306,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-24,,-8.9,-16.0,-12.5,30.5,0.0,,,0.0,7.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-24,,-10.9,-19.5,-15.2,33.2,0.0,,,0.5,7.0,,,86.2
2022-10-25,21.264033333333288,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-25,,-9.8,-16.1,-13.0,31.0,0.0,,,0.0,7.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-25,,,,,,,,,,8.0,,,86.2
2022-10-26,21.27038333333321,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-26,,-6.8,-10.3,-8.6,26.6,0.0,,,0.0,6.0,8.0,40.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-26,,-7.8,-11.5,-9.7,27.7,0.0,,,0.0,9.0,6.0,34.0,86.2
2022-10-27,18.990733333333264,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-27,,-9.3,-14.6,-12.0,30.0,0.0,,,0.0,9.0,8.0,33.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-27,,-8.8,-15.1,-11.9,29.9,0.0,,,0.0,8.0,,,86.2
2022-10-28,20.35598333333325,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-28,,-9.0,-11.2,-10.1,28.1,0.0,,,0.2,8.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-28,,-8.2,-11.9,-10.1,28.1,0.0,,,0.0,8.0,,,86.2
2022-10-29,19.905133333333225,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-29,,-9.1,-12.1,-10.6,28.6,0.0,,,0.1,9.0,6.0,34.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-29,,-9.0,-14.9,-11.9,29.9,0.0,,,0.2,10.0,,,86.2
2022-10-30,18.990733333333264,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-30,,-9.1,-17.1,-13.1,31.1,0.0,,,0.0,9.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-30,,-10.5,-18.1,-14.3,32.3,0.0,,,0.2,9.0,,,86.2
2022-10-31,19.898783333333302,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-31,,-11.1,-15.2,-13.1,31.1,0.0,,,0.0,9.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-31,,-10.8,-18.6,-14.7,32.7,0.0,,,0.2,12.0,,,86.2
2022-11-01,19.905133333333225,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-01,,-13.1,-15.6,-14.3,32.3,0.0,,,0.0,9.0,14.0,32.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-01,,-12.8,-15.4,-14.1,32.1,0.0,,,0.0,10.0,16.0,36.0,86.2
2022-11-02,19.447933333333282,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-02,,-13.7,-16.7,-15.2,33.2,0.0,,,0.1,9.0,15.0,36.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-02,,-13.8,-17.9,-15.8,33.8,0.0,,,0.0,10.0,14.0,38.0,86.2
2022-11-03,19.905133333333225,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-03,,-11.4,-14.2,-12.8,30.8,0.0,,,0.6,9.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-03,,-10.5,-16.2,-13.3,31.3,0.0,,,0.2,10.0,,,86.2
2022-11-04,20.362333333333243,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-04,,-10.6,-13.4,-12.0,30.0,0.0,,,0.9,10.0,1.0,37.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-04,,-10.0,-13.1,-11.6,29.6,0.0,,,0.3,9.0,3.0,40.0,86.2
2022-11-05,17.619133333333213,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-05,,-12.4,-15.5,-13.9,31.9,0.0,,,0.0,12.0,29.0,36.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-05,,-12.1,-17.5,-14.8,32.8,0.0,,,0.2,11.0,30.0,44.0,86.2
2022-11-06,18.533533333333246,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-06,,-12.4,-16.8,-14.6,32.6,0.0,,,0.9,14.0,30.0,35.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-06,,-11.3,-17.2,-14.3,32.3,0.0,,,0.2,8.0,30.0,42.0,86.2
2022-11-07,20.35598333333332,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-07,,-13.6,-19.6,-16.6,34.6,0.0,,,0.0,13.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-07,,-13.2,-19.5,-16.4,34.4,0.0,,,0.0,8.0,21.0,42.0,86.2
2022-11-08,20.349633333333255,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-08,,-4.1,-13.8,-8.9,26.9,0.0,,,0.0,13.0,17.0,38.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-08,,-2.8,-18.0,-10.4,28.4,0.0,,,0.0,8.0,18.0,43.0,86.2
2022-11-09,18.990733333333264,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-09,,-3.9,-8.7,-6.3,24.3,0.0,,,0.0,12.0,16.0,35.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-09,,-2.4,-13.2,-7.8,25.8,0.0,,,0.0,8.0,18.0,42.0,86.2
2022-11-10,19.454283333333205,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-10,,-4.7,-10.5,-7.6,25.6,0.0,,,0.2,12.0,19.0,31.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-10,,-4.4,-9.7,-7.0,25.0,0.0,,,0.4,8.0,19.0,44.0,86.2
2022-11-11,19.447933333333282,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-11,,-6.8,-10.9,-8.9,26.9,0.0,,,1.2,14.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-11,,-4.4,-11.8,-8.1,26.1,0.0,,,1.4,9.0,26.0,39.0,86.2
2022-11-12,17.619133333333284,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-12,,-4.6,-10.3,-7.5,25.5,0.0,,,0.0,13.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-12,,-4.9,-14.4,-9.6,27.6,0.0,,,0.0,8.0,18.0,40.0,86.2
2022-11-13,18.533533333333246,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-13,,-8.4,-17.9,-13.2,31.2,0.0,,,0.0,13.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-13,,-7.0,-16.1,-11.5,29.5,0.0,,,0.4,8.0,,,86.2
2022-11-14,19.441583333333288,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-14,,-7.1,-13.2,-10.2,28.2,0.0,,,2.4,13.0,32.0,44.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-14,,-7.0,-15.1,-11.0,29.0,0.0,,,2.8,9.0,33.0,47.0,86.2
2022-11-15,18.990733333333264,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-15,,-12.5,-17.2,-14.9,32.9,0.0,,,0.1,16.0,32.0,31.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-15,,-12.8,-19.6,-16.2,34.2,0.0,,,0.7,16.0,20.0,36.0,86.2
2022-11-16,20.35598333333325,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-16,,-3.8,-13.2,-8.5,26.5,0.0,,,0.0,16.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-16,,-4.6,-13.7,-9.2,27.2,0.0,,,0.0,16.0,20.0,48.0,86.2
2022-11-17,17.62548333333335,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-17,,-2.3,-8.9,-5.6,23.6,0.0,,,0.0,16.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-17,,0.4,-6.5,-3.1,21.1,0.0,,,0.0,10.0,28.0,50.0,86.2
2022-11-18,18.52718333333325,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-18,,0.2,-6.7,-3.2,21.2,0.0,,,0.0,15.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-18,,,,,,,,,,10.0,,,86.2
2022-11-19,23.08648333333322,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-19,,0.3,-4.9,-2.3,20.3,0.0,,,3.4,15.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-19,,0.7,-5.6,-2.5,20.5,0.0,,,1.8,9.0,31.0,39.0,86.2
2022-11-20,24.00088333333318,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-20,,-4.6,-6.4,-5.5,23.5,0.0,,,0.3,19.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-20,,-4.9,-7.3,-6.1,24.1,0.0,,,0.2,9.0,,,86.2
2022-11-21,20.806833333333273,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-21,,-6.2,-10.2,-8.2,26.2,0.0,,,0.0,19.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-21,,-6.6,-11.5,-9.0,27.0,0.0,,,0.0,10.0,,,86.2
2022-11-22,19.905133333333225,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-22,,-7.6,-9.1,-8.3,26.3,0.0,,,3.0,18.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-22,,,,,,,,,,10.0,,,86.2
2022-11-23,18.533533333333317,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-23,,-8.8,-17.2,-13.0,31.0,0.0,,,1.6,23.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-23,,,,,,,,,,,,,86.2
2022-11-24,19.447933333333207,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-24,,-13.1,-17.9,-15.5,33.5,0.0,,,0.0,23.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-24,,,,,,,,,,10.0,,,86.2
2022-11-25,20.362333333333243,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-25,,-12.3,-14.3,-13.3,31.3,0.0,,,0.2,22.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-25,,-11.9,-17.3,-14.6,32.6,0.0,,,0.4,10.0,,,86.2
2022-11-26,20.362333333333243,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-26,,-12.2,-20.1,-16.2,34.2,0.0,,,1.7,23.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-26,,,,,,,,,,11.0,,,86.2
2022-11-27,20.813183333333267,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-27,,-20.0,-30.0,-25.0,43.0,0.0,,,0.3,25.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-27,,,,,,,,,,18.0,,,86.2
2022-11-28,26.731383333333298,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-28,,-25.0,-29.9,-27.4,45.4,0.0,,,0.0,25.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-28,,,,,,,,,,16.0,,,86.2
2022-11-29,25.823333333333256,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-29,,-22.8,-30.8,-26.8,44.8,0.0,,,0.0,24.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-29,,,,,,,,,,,,,86.2
2022-11-30,22.178433333333253,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-11-30,,-14.9,-22.9,-18.9,36.9,0.0,,,0.3,24.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-11-30,,,,,,,,,,,,,86.2
2022-12-01,19.898783333333306,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-01,,-14.9,-20.7,-17.8,35.8,0.0,,,0.5,25.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-01,,-14.3,-21.2,-17.7,35.7,0.0,,,0.2,16.0,,,86.2
2022-12-02,18.076333333333302,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-02,,-3.4,-16.0,-9.7,27.7,0.0,,,2.8,25.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-02,,-1.6,-15.2,-8.4,26.4,0.0,,,2.3,15.0,,,86.2
2022-12-03,24.000883333333327,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-03,,1.4,-16.4,-7.5,25.5,0.0,,,0.8,29.0,32.0,96.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-03,,0.6,-16.9,-8.2,26.2,0.0,,,1.9,28.0,,,86.2
2022-12-04,21.27038333333328,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-04,,-16.3,-24.2,-20.2,38.2,0.0,,,0.0,16.0,11.0,33.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-04,,-16.9,-27.7,-22.3,40.3,0.0,,,0.0,18.0,,,86.2
2022-12-05,23.543683333333238,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-05,,-22.4,-24.8,-23.6,41.6,0.0,,,0.0,16.0,18.0,38.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-05,,-22.7,-26.2,-24.5,42.5,0.0,,,0.0,18.0,,,86.2
2022-12-06,22.635633333333196,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-06,,-23.5,-26.6,-25.0,43.0,0.0,,,0.0,16.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-06,,-23.8,-29.4,-26.6,44.6,0.0,,,0.0,18.0,14.0,37.0,86.2
2022-12-07,25.366133333333313,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-07,,-25.8,-30.0,-27.9,45.9,0.0,,,0.0,17.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-07,,-26.0,-30.3,-28.1,46.1,0.0,,,0.0,18.0,,,86.2
2022-12-08,24.908933333333295,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-08,,-28.0,-32.2,-30.1,48.1,0.0,,,0.0,17.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-08,,-27.1,-32.8,-29.9,47.9,0.0,,,0.0,18.0,,,86.2
2022-12-09,27.194933333333307,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-09,,-23.9,-30.2,-27.1,45.1,0.0,,,0.0,17.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-09,,-22.5,-33.1,-27.8,45.8,0.0,,,0.0,18.0,20.0,37.0,86.2
2022-12-10,22.635633333333196,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-10,,-16.8,-24.1,-20.5,38.5,0.0,,,0.0,16.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-10,,-17.9,-23.6,-20.8,38.8,0.0,,,0.0,18.0,21.0,40.0,86.2
2022-12-11,21.264033333333217,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-11,,-20.5,-25.2,-22.8,40.8,0.0,,,0.0,17.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-11,,-19.7,-27.1,-23.4,41.4,0.0,,,0.0,17.0,,,86.2
2022-12-12,23.543683333333238,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-12,,-18.2,-24.8,-21.5,39.5,0.0,,,1.8,17.0,13.0,33.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-12,,-17.2,-27.3,-22.3,40.3,0.0,,,1.6,17.0,14.0,34.0,86.2
2022-12-13,19.89878333333323,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-13,,-12.4,-20.1,-16.2,34.2,0.0,,,0.0,18.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-13,,-10.6,-19.5,-15.0,33.0,0.0,,,0.5,19.0,28.0,63.0,86.2
2022-12-14,18.533533333333246,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-14,,-13.8,-19.7,-16.7,34.7,0.0,,,0.4,19.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-14,,,,,,,,,,17.0,,,86.2
2022-12-15,19.905133333333225,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-15,,-16.6,-22.0,-19.3,37.3,0.0,,,0.0,20.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-15,,-17.3,-21.0,-19.2,37.2,0.0,,,0.0,18.0,23.0,40.0,86.2
2022-12-16,19.898783333333306,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-16,,-15.5,-23.5,-19.5,37.5,0.0,,,0.4,19.0,29.0,38.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-16,,-14.9,-20.1,-17.5,35.5,0.0,,,0.5,18.0,29.0,55.0,86.2
2022-12-17,21.27038333333321,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-12-17,,-18.9,-26.1,-22.5,40.5,0.0,,,0.4,20.0,29.0,34.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-12-17,,,,,,,,,,18.0,,,86.2
